100	100
101	101
110	102
111	103
120	104
121	105
1201	106
1211	107
1202	108
1212	109
130	110
131	111
1301	112
1311	113
1302	114
1312	115
140	120
141	121
142	122
143	123
1421	124
1431	125
1422	126
1432	127
144	128
145	129
1441	130
1451	131
1443	132
1453	133
1442	134
1452	135
146	136
147	137
150	140
151	141
1504	142
1514	143
1501	144
1513	145
1502	146
1461	146
1512	147
1471	147
1503	148
1511	149
160	150
161	151
162	152
163	153
1622	154
1632	155
1621	156
1631	157
164	158
165	159
1641	160
1652	161
1642	162
1651	163
166	164
167	165
168	166
1661	166
169	167
1671	167
170	168
1681	168
171	169
1691	169
172	170
1701	170
173	171
1711	171
1721	172
1731	173
1722	174
1732	175
180	180
181	181
182	182
1820	182
183	183
1830	183
184	184
185	185
1841	186
1861	186
1851	187
1871	187
1842	188
1852	189
1843	190
1853	191
186	192
187	193
200	200
201	201
220	220
221	221
222	222
223	223
2222	224
2232	225
2221	226
2231	227
224	228
225	229
2241	230
2251	231
2242	232
2252	233
226	234
227	235
2261	236
2271	237
2262	238
2272	239
2263	240
2273	241
228	242
229	243
2281	244
2291	245
2282	246
2292	247
240	250
241	251
242	252
243	253
2421	254
2431	255
2422	256
2432	257
300	300
301	301
310	310
3101	310
311	311
3111	311
320	320
321	321
322	322
323	323
3221	324
3241	324
3231	325
3251	325
3222	326
3232	327
3223	328
3233	329
324	330
325	331
326	334
327	335
3261	336
3271	337
3262	338
3272	339
3263	340
3273	341
3264	342
3421	342
3274	343
3431	343
328	344
329	345
3281	346
3291	347
3282	348
3292	349
3283	350
3293	351
330	352
331	353
3301	354
3311	355
3302	356
3312	357
340	370
341	371
342	372
343	373
344	380
345	381
346	390
347	391
400	400
401	401
420	420
421	421
422	422
423	423
4221	424
4231	425
4222	426
4232	427
424	430
425	431
4241	432
4251	433
4242	434
4252	435
4243	436
4253	437
440	440
441	441
442	442
443	443
4422	444
4431	445
4421	446
4432	447
4423	448
4433	449
444	450
445	451
4441	452
4451	453
4442	454
4452	455
446	456
447	457
4461	458
4471	459
4462	460
4472	461
500	500
501	501
5001	502
5011	503
5002	504
5012	505
600	600
601	601
610	610
611	611
612	612
613	613
614	614
615	615
616	616
617	617
620	620
621	621
630	630
631	631
640	640
641	641
650	650
651	651
660	660
661	661
662	662
663	663
670	670
671	671
680	680
681	681
690	690
691	691
